Temperature[C],Humidity[%],Smoke Level,Fire
42.40693394546586,18.73023936531652,808.8973040219217,1
37.751067647801506,31.78651475469294,694.89963499872,1
44.11317277852157,20.435275078719474,917.9245214166594,1
29.103453621374364,52.25213102727349,326.5411767020857,0
21.29400093641685,64.03660050208315,116.91264899527813,0
25.43961309140547,67.93782087913279,107.9100923491756,0
49.803304049007764,24.772323579706047,717.4367377057973,1
16.5116700206614,50.48617898759265,254.19684674794323,0
16.067829726903433,71.108044363452,358.70911262402353,0
44.93783426530973,10.92217368386332,971.3274250350901,1
37.11386337462144,18.019501624293397,878.8062963981072,1
24.43414270169826,68.18164259071094,247.78542819786088,0
20.791539567011615,64.99482318094816,276.9753060563899,0
40.37698592816409,33.418249718418366,880.7867509030814,1
19.2305185885696,51.81785521365831,122.75899843259917,0
15.349079036037388,72.15417137605283,377.97628754844834,0
36.32738753077879,26.803388685146963,974.4619096643123,1
24.880404474284177,66.96888036987906,265.5720516323457,0
39.963470372789736,33.11734045696407,750.2331810559776,1
36.11825965519656,11.019378538869098,743.7964604879021,1
29.32297920994791,52.30235040066577,351.49861141334134,0
39.563633644393065,30.091801922477863,730.1598792637071,1
20.619189219397068,65.05038342123663,256.092310271138,0
43.419157963542446,25.827536431831696,744.0762565645051,1
43.14044124737373,30.88256238973095,896.3074471016818,1
40.83015934534223,19.194578317981332,846.0028906796679,1
39.66473482573493,16.44854069287889,831.3120563984696,1
47.032954711310595,14.662962759996356,880.9936335948437,1
26.068453750436525,71.98115529294942,240.6079479384911,0
15.215902329446338,74.72872253265044,398.9910511221716,0
45.62108866694068,11.924497745719824,664.3232205669995,1
41.47917527963173,32.313974962249446,859.8531596188859,1
48.82811352534675,16.05138178778751,822.7205049833401,1
45.93510752061481,14.359160725124786,800.6065178748798,1
22.547043878701317,81.08587663709747,256.049050333598,0
25.891370005839924,62.80198404122447,305.4193517661638,0
15.610932034784552,78.0387652583648,383.4297189647284,0
25.554867890700358,82.87440237161425,174.20443052295929,0
29.12197213164788,88.48690193898167,205.1762676419791,0
46.569055200289185,27.273443452561647,919.3180715867101,1
36.738035892876944,13.438023603649832,918.3170677744404,1
21.434910410625275,53.10938547859939,151.69596136048895,0
45.263495397682355,19.09074005948235,858.1889183628671,1
41.84104976325554,15.698379063548542,706.0809470726902,1
24.90296065076597,53.64824412194761,390.97431934438094,0
28.961359884053472,64.13408912104211,242.1884920788617,0
35.69675619079997,22.768682564439143,852.4554503989052,1
39.36843710297063,23.48355604789127,939.6893641976712,1
21.507774738569594,64.82568588267563,301.510205321757,0
45.94409267507096,30.430555005030396,786.2392072529841,1
27.539701807683088,75.27348848679196,113.56560103185683,0
25.245101601245352,85.64572454792284,286.626010068362,0
37.33991780504304,16.232305728721872,603.6788206466518,1
23.31531078767101,67.66122005493509,224.44585070129955,0
17.599414801062686,63.14658181479664,343.1659992345499,0
47.23192142682251,15.662394379948449,965.2962210225885,1
22.374238126752484,53.39350856340768,386.2153081776167,0
35.38128690116143,32.177160606627936,849.1561903276001,1
16.416644411338925,51.72639647802305,218.96283469638104,0
42.84099244072991,28.148891971755983,907.9974212394443,1
16.040419513127482,88.52890157762445,204.4766401069901,0
41.413115275378246,32.42775649881443,686.3284109987372,1
37.557861855309376,15.552695261768257,801.0548372420768,1
47.48663961200633,33.242441308564324,860.7845038010403,1
47.125960221746915,18.080073300518883,888.980846104602,1
18.75364347246893,80.09498117750721,145.12506733105846,0
35.515827816728276,22.431212647309636,965.9457560881795,1
27.10252108900896,85.61055135563666,145.5708080536883,0
36.79391368907453,12.32756919514748,612.2000999756198,1
27.831908760165106,52.91052025456774,354.89421720322343,0
46.626992350416714,15.98904726667431,754.0390914407701,1
24.175811193515283,85.508167310332,182.02212157921187,0
21.873793357372747,79.84179517061693,140.91144267603093,0
42.427653651669054,16.294557395634104,981.5714308010349,1
17.346555640066292,76.90073824308153,396.18283879448336,0
29.439726220168875,72.93751552493144,359.8191668501225,0
37.9951067323754,30.45036914806233,989.2042219009782,1
16.46751240976502,53.25395122567599,138.7478245454485,0
15.775225817529115,54.12495475343731,309.4485142059235,0
16.17684572013399,88.0024786820322,225.47291088718566,0
45.97990912717108,17.858899526908168,664.6514856378456,1
36.110669776011356,19.668383657513434,859.9855723111061,1
39.67566614134117,25.23910834949742,771.2736593269258,1
17.661593156695844,61.23852758368921,138.66391657319477,0
21.189265153671396,74.80530391206148,292.26242344096437,0
39.87774983040121,26.499601150854478,614.3769095186968,1
24.649323276635297,75.96841208464255,163.88924845267323,0
39.56920653760056,22.969765543584153,712.3089449763423,1
29.8575771300101,68.22627011142852,141.64815179482304,0
39.07023547660844,25.807645764839485,996.0215400417053,1
39.38216972802827,17.950086874296595,637.469907131237,1
22.102076561708486,89.46558314004702,281.852390335264,0
22.97031947352222,86.10211626718267,260.8289099032361,0
49.2332830588,18.4403792850907,797.0070775275456,1
49.54864778242992,14.030532181350111,876.7580790770774,1
20.11205310379527,68.54793619759928,369.03652297180355,0
23.632112668138184,54.752716650722874,286.09286540603944,0
35.87125418252299,20.259573075890742,640.5886171464128,1
42.71351657620417,31.518264581408587,757.2390898667041,1
23.238399970591807,81.66316174903395,278.23921460564054,0
37.34027960663655,32.689161848152324,842.571623863836,1
35.975773894779195,12.99663418334207,830.7615538505436,1
17.598028048650228,64.9708318302448,168.5928416510388,0
24.237751470783245,87.88994309535434,207.44881540985216,0
19.062483768931113,53.65146707144534,317.715852516508,0
20.977571015960603,82.5119826903001,285.43847213736876,0
35.308767414437035,17.2437863228442,819.4935157466344,1
47.43106263727894,25.838242769022365,656.0336060946096,1
15.380261151231863,88.02428587750225,379.818545006204,0
24.526404763014657,89.44004255291483,134.0672776598887,0
29.41785845735871,61.42848345127443,217.67321352991968,0
40.61810178271044,10.785729642168356,856.812658461715,1
26.26306601687246,88.97579230664667,157.68670564260123,0
17.444016406221444,86.25417540378945,268.28139146061585,0
46.58367153944986,26.93910904605706,923.7444621914054,1
19.19900845418914,69.77681218810326,352.63567694071264,0
39.21401764531071,12.257244251360207,950.9492287711821,1
38.881699724000256,17.12101235943669,606.1826466115469,1
23.184251839739026,73.33475060388639,104.36339970036458,0
43.88621853293064,10.173803263279767,956.8186220708453,1
36.830573522671685,34.06118237355278,976.1834337411658,1
26.927792921530553,86.21527905677056,384.9399739875772,0
24.636289173094735,69.70500417163436,221.04485986371913,0
15.397669658124327,50.454145790696764,140.2045685351922,0
46.777639420895206,20.677694715656408,697.5958573516334,1
40.49542764940537,12.751298113191918,747.0863212237734,1
26.026065657058286,73.372572476924,290.0202562950177,0
15.679560146580668,80.13512741035767,301.4719586778399,0
44.34947190241337,12.836838031014727,735.1980627406143,1
41.60228740609402,34.29455206802402,670.8442717628195,1
17.936867021839447,58.9438335407781,371.2476083481245,0
42.80102031766716,22.56697558072154,986.6619276174679,1
46.56450769931841,18.475744776217518,650.8242050607539,1
16.058531211006446,54.447899292246056,362.9960807975035,0
48.639806031181735,17.521957745419243,748.0634801021778,1
22.11260743630988,78.24968908625985,235.16324059302806,0
43.97987726295555,22.71426727911757,959.4216754108318,1
29.637781191938018,85.82092913984802,148.7850818034674,0
48.422410256414736,22.236319006939077,726.7688020625111,1
16.741089607603744,54.04490704491161,266.62951168078826,0
16.772472414324845,75.1759455254105,237.7407268714784,0
27.217027238834035,88.77210142476396,247.63488792386147,0
27.05221395577273,86.04632041963956,172.04368563345793,0
37.7728168328829,16.966161605915286,941.203782186944,1
47.946551388133905,18.52665877625646,956.0021367270265,1
49.484480496118394,33.572742597812976,678.0971951192178,1
47.992642186624025,28.888778463576216,865.4007076432224,1
21.584571310584543,62.7725455036166,284.0245587807369,0
45.698671808344926,32.43039394883317,614.9392754996858,1
35.95337525429036,31.933483834524527,637.5927759363476,1
27.67312966454182,52.95186258941595,144.12204427871137,0
25.45105748046226,77.82994755938469,394.00977258564313,0
42.08322387742924,16.046307272511292,836.3333042276042,1
44.01672517614813,15.71995413729056,602.0246335384875,1
38.18508666017414,30.203009489110425,689.707723784224,1
39.879954961448966,28.20540871529649,638.8705975083074,1
15.273327384773246,88.79515306830555,335.09590382234296,0
26.367691656965537,80.46042526869888,399.91530198583916,0
42.871346474483566,14.664251472150896,898.5965620472097,1
35.082831756854034,22.802326457482025,946.8289274320415,1
19.78463445440642,89.71859184477202,384.85618709729266,0
15.690039630326291,53.364272244599896,330.69622455415316,0
28.580259629340958,84.7439651275784,231.24247660711873,0
28.162080202905795,75.10232320336254,198.62548308625247,0
40.35129990040384,23.394367101868962,807.3318609454947,1
43.968499682166275,34.641261352765014,667.7970986744369,1
19.84434709411869,50.433506059211936,346.7611728769507,0
49.54376941646838,32.70664714916634,717.7795568278343,1
27.876191277645177,73.34624447403488,300.26732155630816,0
35.678409333658074,15.940938599809993,828.0244680357459,1
43.200654190149194,11.286968781249733,985.4479908357011,1
48.3081911386449,23.24126445890016,714.6165008513137,1
37.092407909780626,32.40228249808733,827.3234413341886,1
37.939742936287175,29.04049038321794,878.4119186699892,1
20.822548893097828,54.701049871084194,311.22393042976705,0
20.580271286891747,61.0952473192453,154.56402531974345,0
18.715964842517362,54.682680657104235,359.416712876516,0
36.46508171009576,27.575473972379445,609.7263865725815,1
23.78663371910195,68.74642567976505,108.6348028940017,0
26.646194411129954,57.52484638895045,203.70018499715894,0
49.260714596148745,25.91026028159451,633.6559859980196,1
49.09248412346284,13.622371802280577,940.4546686067428,1
24.387898735713545,53.340028667946754,331.6955175206918,0
20.339590179768923,55.719667282113434,343.87030273902326,0
27.847347617824834,72.3361699894322,355.654450095562,0
24.5614485224731,83.05829864430967,344.1385059120846,0
36.61837140489957,29.496888646440595,634.1389859975072,1
21.134294166214048,61.72843086792258,212.93901006341488,0
44.563362070328196,23.880020289986557,817.0578538830307,1
45.60286015771426,26.129319760236246,804.5369595443751,1
25.718938840500932,81.58472571178216,214.26725698930647,0
26.318143111270235,89.44842977918412,112.26058487994366,0
44.17779342083569,30.186003879101563,863.0451569201373,1
26.259221274612877,88.01645936306235,138.41375168733174,0
37.98073522301259,10.414695723196404,924.0453578716723,1
22.74450522451793,65.56806714936653,373.2781553481527,0
37.72737450810651,25.835093912760584,884.8716885390144,1
46.41177572925346,32.51045142908326,929.0402242638634,1
19.227821621601,70.92391376680595,177.4733164896875,0
23.109526824151597,70.21009489791429,192.85828488589834,0
